time,time_utc,latitude,longitude,depth,conductivity,temperature,pressure,salinity,density,potential_temperature,potential_density
1769744531,2026-01-30 03:42:11.831000064,21.21617593652866,-158.32984536332063,550.4049923583229,3.4382200241088867,6.499000072479248,554.5700073242188,34.23318007918787,1029.2887746769456,6.448484286399398,1026.8960755994135
1769744533,2026-01-30 03:42:13.831000064,21.21618203250801,-158.3298460852498,550.7221421453004,3.438309907913208,6.501200199127197,554.8899841308594,34.23182700444179,1029.288854166101,6.450645978057995,1026.89472950797
1769744535,2026-01-30 03:42:15.831000064,21.216187897935153,-158.32984687099272,551.0789918234675,3.437969923019409,6.498600006103516,555.2500152587891,34.230481055178224,1029.2898155559826,6.448023739830222,1026.8940171398347
1769744537,2026-01-30 03:42:17.831000064,21.216193256147456,-158.3298477971259,551.4358030938929,3.437690019607544,6.492199897766113,555.6100082397461,34.23358969163708,1029.2947955656293,6.441613670426414,1026.8973161664524
1769744539,2026-01-30 03:42:19.831000064,21.21619888948077,-158.32984879319915,551.7926137397062,3.437619924545288,6.490699768066406,555.9700012207031,34.234135596815676,1029.297070861281,6.440085221620035,1026.8979529715361
1769744541,2026-01-30 03:42:21.831000064,21.21620513090638,-158.3298499438589,552.1197053416537,3.437350034713745,6.488399982452393,556.3000106811523,34.2332805042079,1029.2982346909025,6.437764582922176,1026.8975875984183
1769744543,2026-01-30 03:42:23.831000064,21.216210755319093,-158.32985104991994,552.4269463952331,3.437340021133423,6.486499786376953,556.609992980957,34.234915129211565,1029.3011888204169,6.435841549220471,1026.8991343302955
1769744545,2026-01-30 03:42:25.831000064,21.216215009585763,-158.32985205694447,552.7342248493359,3.4375100135803223,6.490099906921387,556.9200134277344,34.23305765851955,1029.300627998539,6.439398704119827,1026.8972074613318
1769744547,2026-01-30 03:42:27.831000064,21.216219450533263,-158.32985311138447,553.0612772154255,3.437730073928833,6.491799831390381,557.2499847412109,34.233640321994066,1029.3023327709438,6.441059616316607,1026.8974547791888
1769744549,2026-01-30 03:42:29.831000064,21.21622430796881,-158.32985427160904,553.3982729355306,3.4372398853302,6.488699913024902,557.5899887084961,34.231138311484216,1029.3023751565825,6.437942758145037,1026.8958943860432
1769744551,2026-01-30 03:42:31.831000064,21.21622939327073,-158.32985547008659,553.7550802168012,3.4366400241851807,6.480999946594238,557.9499816894531,34.23199910495634,1029.3057922159664,6.430240447554477,1026.8975882555594
1769744553,2026-01-30 03:42:33.831000064,21.216234990531937,-158.329856754509,554.111924674633,3.4361400604248047,6.472799777984619,558.3100128173828,34.234465629041026,1029.3105318168175,6.422038662200926,1026.9006139590508
1769744555,2026-01-30 03:42:35.831000064,21.21624030879497,-158.32985800556474,554.458824693099,3.4357099533081055,6.468200206756592,558.6600112915039,34.23411907853944,1029.312514388993,6.417425715257781,1026.9009495798846
1769744557,2026-01-30 03:42:37.831000064,21.21624498829907,-158.3298591802284,554.7759683165074,3.435309886932373,6.463500022888184,558.9799880981445,34.23422010917184,1029.3147237075298,6.412715051197627,1026.9016504573638
1769744559,2026-01-30 03:42:39.831000064,21.216249932115606,-158.32986038980124,555.0633934596278,3.433799982070923,6.446899890899658,559.2699813842773,34.23390666871168,1029.3181913210453,6.396158163976866,1026.9035710714722
1769744561,2026-01-30 03:42:41.831000064,21.216255483937697,-158.32986167967664,555.3607619734563,3.4335100650787354,6.441800117492676,559.5700073242188,34.23563680922243,1029.321635779266,6.391050115326952,1026.9056080552432
1769744563,2026-01-30 03:42:43.831000064,21.216261091365052,-158.32986298081113,555.6679982161318,3.4329700469970703,6.434500217437744,559.8799896240234,34.23678476244452,1029.3249889207534,6.3837508881231795,1026.9074713223877
1769744565,2026-01-30 03:42:45.831000064,21.216266827310495,-158.3298643079682,556.0148956120239,3.4329800605773926,6.433499813079834,560.2299880981445,34.23772529345444,1029.327453858175,6.3827208118961405,1026.9083535146385
1769744567,2026-01-30 03:42:47.831000064,21.216272202630545,-158.32986558387245,556.3716983723799,3.4325199127197266,6.430600166320801,560.5899810791016,34.2353419020771,1029.3276488201707,6.379801605384701,1026.90685890972
